probe	gene	location	loc_category
cg00682653	VTI1B	1stExon;5'UTR	Promoter
cg00685836	PPFIA2	TSS200	Promoter
cg00686022	C12orf40	1stExon;5'UTR	Promoter
cg00686623	CAPN1	TSS1500	Promoter
cg00687686	NDRG4	TSS1500	Promoter
cg00688421	RAP1GDS1	TSS1500	Promoter
cg00689340	RTKN	Body;TSS1500	Promoter
cg00690049	MAGED2	TSS1500;5'UTR	Promoter
cg00690280	WFDC10B;WFDC13	Body;5'UTR	Promoter
cg00691625	NR5A1	TSS200	Promoter
cg00692549	TARDBP	TSS1500	Promoter
cg00695416	CBR1	1stExon	Promoter
cg00698688	SULT2B1	1stExon;5'UTR	Promoter
cg00702231	PLAGL1;HYMAI	Body;1stExon;5'UTR	Promoter
cg00702729	C7orf43;GAL3ST4	Body;TSS1500	Promoter
cg00704310	KCTD15	5'UTR	Promoter
cg00704909	COPB1	1stExon;5'UTR	Promoter
cg00705255	LILRA3	TSS1500	Promoter
cg00707317	NMNAT2	1stExon;5'UTR	Promoter
cg00708598	LECT1	1stExon;5'UTR	Promoter
cg00708642	EIF5	TSS1500;5'UTR;1stExon	Promoter
cg00711916	CNNM4	TSS1500	Promoter
cg00712898	PRPF38B	1stExon;5'UTR	Promoter
cg00714377	SLA2	TSS200	Promoter
cg00717862	DNAJB11;TBCCD1	Body;TSS1500	Promoter
cg00718440	CDKN2BAS;CDKN2A	Body;TSS1500	Promoter
cg00718748	ZNF624	5'UTR	Promoter
cg00720072	MARCH5;CPEB3	TSS1500;1stExon;5'UTR	Promoter
cg00720137	DYNLRB2	Body	Body
cg00720723	NOP58	1stExon;5'UTR	Promoter
cg00722300	RLN3	TSS1500	Promoter
cg00724662	NXF1	TSS1500	Promoter
cg00725635	B3GALT2;CDC73	Body;TSS200	Promoter
cg00725777	NGFRAP1	TSS1500	Promoter
cg00727590	PLA2G3	TSS200	Promoter
cg00728317	MT1F	Body	Body
cg00728602	C6orf27	1stExon;5'UTR	Promoter
cg00729275	AQP4;C18orf16	Body;TSS200	Promoter
cg00729541	FAM73B	TSS1500	Promoter
cg00729875	PALMD	1stExon;5'UTR	Promoter
cg00730260	C12orf67	Body	Body
cg00731459	HDAC4	TSS1500	Promoter
cg00733682	ZNF44	1stExon;5'UTR	Promoter
cg00734993	MTCH1	1stExon	Promoter
cg00736326	ARPC1A	5'UTR	Promoter
cg00737514	TBC1D1	5'UTR	Promoter
cg00739120	TMEM147;GAPDHS	Body;TSS1500	Promoter
cg00741717	TLR8;LOC349408	Body;TSS1500	Promoter
cg00743372	ZNF192	TSS200	Promoter
cg00744433	CXADR	TSS1500	Promoter
cg00745543	H1FNT	TSS200	Promoter
cg00745735	MYPN	TSS1500	Promoter
cg00746083	CHD8	1stExon;5'UTR	Promoter
cg00746130	BAT5	TSS200	Promoter
cg00746981	HDGF	Body;1stExon	Promoter
cg00747849	SLC25A1	Body	Body
cg00751288	LYRM7	Body	Body
cg00754617	SPACA4;FAM83E	Body;TSS1500	Promoter
cg00755043	NXNL2	1stExon;5'UTR	Promoter
cg00756058	DZIP1	1stExon;5'UTR	Promoter
cg00756887	PVRL4	TSS1500	Promoter
cg00757070	UPK2	1stExon	Promoter
cg00757952	CRYBB1	TSS1500	Promoter
cg00761755	SLC43A2	5'UTR	Promoter
cg00762512	LIAS;RPL9	TSS1500;TSS200	Promoter
cg00763679	HDLBP;SEPT2	TSS1500;5'UTR	Promoter
cg00763889	HRASLS2	Body	Body
cg00766729	ZNF784	TSS200	Promoter
cg00766889	SEPHS1	TSS200	Promoter
cg00767581	HOXD4;MIR10B	Body;TSS1500	Promoter
cg00768439	FAM133A;NAP1L3	TSS1500;TSS200	Promoter
cg00769470	DEFB129	TSS1500	Promoter
cg00769520	ST8SIA1	TSS1500	Promoter
cg00770279	CDKN2D	Body;1stExon	Promoter
cg00770871	TULP3	TSS200	Promoter
cg00772000	NHLRC1	TSS200	Promoter
cg00775197	TCTE1	5'UTR	Promoter
cg00777121	RASSF1	1stExon	Promoter
cg00777555	ARF4	1stExon;5'UTR	Promoter
cg00778920	PRPF19	TSS1500	Promoter
cg00779924	FLJ45983	Body	Body
cg00782174	SLC1A5	TSS1500;1stExon;5'UTR	Promoter
cg00782854	BCL2L1	TSS1500	Promoter
cg00783759	LARP1B	5'UTR	Promoter
cg00784357	RAC1	TSS1500	Promoter
cg00791249	FDX1L	TSS200	Promoter
cg00792687	C8orf41	Body;1stExon	Promoter
cg00792740	UBE3A	TSS1500	Promoter
cg00792849	GJD2	Body	Body
cg00793774	TRIM8	TSS1500	Promoter
cg00795268	COMMD9	3'UTR	Body
cg00796728	FUT4	TSS200	Promoter
cg00798206	OXSR1	1stExon;5'UTR	Promoter
cg00800095	PNMA3	TSS1500	Promoter
cg00804048	EIF5A	Body;TSS1500	Promoter
cg00804392	RHOH	1stExon;5'UTR	Promoter
cg00806490	CDH13	Body	Body
cg00807586	DLEC1	1stExon	Promoter
cg00808492	REG4	1stExon;5'UTR	Promoter
cg00810495	RPF1	TSS200	Promoter
cg00811081	RPAP3	5'UTR	Promoter
cg00812502	DGCR2	1stExon;5'UTR	Promoter
cg00815440	UQCRFS1	1stExon;5'UTR	Promoter
cg00815583	FBXO16	TSS1500	Promoter
cg00818693	TTC14	1stExon;5'UTR	Promoter
cg00818872	CHRNB2	1stExon;5'UTR	Promoter
cg00819310	VANGL1	5'UTR	Promoter
cg00819362	CLIP3	TSS1500	Promoter
cg00819696	TIMELESS	5'UTR	Promoter
cg00821764	UMPS	Body	Body
cg00822607	ZNF688	Body;1stExon	Promoter
cg00824109	CHD4	TSS200	Promoter
cg00825031	CNOT7;VPS37A	1stExon;5'UTR;TSS200	Promoter
cg00826384	PTPRZ1	TSS200	Promoter
cg00827369	EIF4H	TSS1500	Promoter
cg00828602	WNT5A	Body	Body
cg00830029	NRIP2	1stExon	Promoter
cg00830393	LRIG1	TSS1500	Promoter
cg00831028	C20orf43	1stExon;5'UTR	Promoter
cg00832517	C14orf126	TSS200	Promoter
cg00833393	CREB3;TLN1	TSS1500;5'UTR	Promoter
cg00833777	ITGAM	Body	Body
cg00834796	JAKMIP2	5'UTR	Promoter
cg00834958	TSC22D4	TSS1500	Promoter
cg00836605	JAZF1	Body	Body
cg00838150	MITF	TSS200	Promoter
cg00839584	IL1A	1stExon;5'UTR	Promoter
cg00839802	MAN1A1	TSS1500	Promoter
cg00840516	HYAL2	TSS1500;1stExon;5'UTR	Promoter
cg00841581	STAG1	1stExon;5'UTR	Promoter
cg00842351	TJP2	Body;5'UTR	Promoter
cg00846036	DLG2	Body;1stExon	Promoter
cg00848394	WDR51A	TSS200	Promoter
cg00848397	DHRS11	Body	Body
cg00848728	DAB1	1stExon;5'UTR	Promoter
cg00849368	TTC37;ARSK	TSS1500;5'UTR	Promoter
cg00850538	CRIM1	TSS1500	Promoter
cg00852964	VNN1	1stExon	Promoter
cg00853068	FMNL1	TSS1500	Promoter
cg00854637	TSNAXIP1;RANBP10	TSS1500;TSS200	Promoter
cg00854995	SKP1	TSS1500	Promoter
cg00856375	PSMD14	TSS200	Promoter
cg00858899	CCND1	TSS1500	Promoter
cg00859655	CYB5R2	5'UTR	Promoter
cg00861635	ZNF200	TSS1500;5'UTR;1stExon	Promoter
cg00862041	GPRASP2	TSS1500	Promoter
cg00862290	KCNMB3	TSS200	Promoter
cg00862770	FKBP5	5'UTR	Promoter
cg00864867	PAWR	TSS1500	Promoter
cg00870662	PARD6G	TSS1500	Promoter
cg00871453	WDR67	TSS1500	Promoter
cg00873037	NEIL2	TSS200	Promoter
cg00873937	ATOH7	1stExon;5'UTR	Promoter
cg00874863	LHFPL1	TSS1500	Promoter
cg00875272	TAL1	1stExon;5'UTR	Promoter
cg00876704	PKN1	Body	Body
cg00877887	DUOXA2;DUOX2	TSS1500;1stExon;5'UTR	Promoter
cg00877964	SLC1A4	TSS1500;1stExon;5'UTR	Promoter
cg00881086	NPHP3;NCRNA00119	Body;TSS1500	Promoter
cg00881370	DOCK6;LOC55908	Body;TSS1500	Promoter
cg00882451	ZP2	1stExon	Promoter
cg00882832	SPRY1	1stExon;5'UTR	Promoter
cg00884221	IGFBP7	TSS1500	Promoter
cg00884529	ANKMY2;BZW2	Body;TSS1500;1stExon;5'UTR	Promoter
cg00885506	WDR31	TSS1500	Promoter
cg00886554	NMU	TSS200	Promoter
cg00887101	INTS5	Body	Body
cg00887547	TAOK3	TSS1500	Promoter
cg00887700	GTF2H3;EIF2B1	TSS200	Promoter
cg00888007	CCND2	TSS1500	Promoter
cg00888479	SLC24A3	Body	Body
cg00888561	WDFY2	TSS1500	Promoter
cg00890257	DEGS2	Body	Body
cg00891278	CCDC37	1stExon;5'UTR	Promoter
cg00891541	SMPD3	5'UTR	Promoter
cg00892393	C16orf73	Body	Body
cg00892798	NGFR	Body	Body
cg00893242	SND1	TSS1500	Promoter
cg00893636	EPM2AIP1;MLH1	TSS1500;5'UTR;TSS200;1stExon	Promoter
cg00893987	RPL7L1	TSS1500	Promoter
cg00895324	PCP4	TSS1500	Promoter
cg00897329	LACE1	1stExon	Promoter
cg00899086	11-Sep	Body	Body
cg00899641	SF3B1	Body	Body
cg00901493	YBX2	Body	Body
cg00901652	CTR9	TSS1500	Promoter
cg00901683	CPSF4;PTCD1	TSS1500;1stExon	Promoter
cg00901704	SLC25A19	5'UTR	Promoter
cg00901766	MLLT1	Body	Body
cg00903242	CHL1	TSS1500	Promoter
cg00903375	SBDS;TYW1	TSS1500;TSS200	Promoter
cg00904483	MGMT	Body	Body
cg00904574	PLK3	TSS1500	Promoter
cg00905170	RRS1	1stExon;5'UTR	Promoter
cg00906183	HGS;ARL16	1stExon;5'UTR;TSS200	Promoter
cg00908551	FANCF	1stExon	Promoter
cg00910067	SLC7A10	TSS1500	Promoter
cg00910168	DHX37	TSS1500	Promoter
cg00911351	PCDHGB3;PCDHGB2;PCDHGB1;PCDHGB4;PCDHGA2;PCDHGA3;PCDHGA1;PCDHGA6;PCDHGA7;PCDHGA4;PCDHGA5	Body;TSS200	Promoter
cg00911873	PRPS1L1	1stExon;5'UTR	Promoter
cg00912191	UBTD2	Body	Body
cg00912942	C1orf127	Body;TSS1500	Promoter
cg00915289	SHC1;CKS1B	1stExon;TSS200;5'UTR	Promoter
cg00916199	TMCO6	Body	Body
cg00916635	PTPN22	1stExon;5'UTR	Promoter
cg00917893	PDHB	TSS1500	Promoter
cg00918794	PPIB	Body	Body
cg00920960	XIAP	TSS1500	Promoter
cg00922727	C6orf182;SESN1	TSS1500;1stExon	Promoter
cg00925717	SCNN1B	TSS1500	Promoter
cg00929855	HSPA1A;HSPA1L	TSS1500;1stExon;5'UTR	Promoter
cg00930078	FBXO28	1stExon	Promoter
cg00930194	PROP1	TSS1500	Promoter
cg00930873	ALDH1A2	TSS200	Promoter
cg00931491	SULT1A2	TSS1500;5'UTR	Promoter
cg00932276	EGFL6	1stExon;5'UTR	Promoter
cg00935388	RNASE8	TSS1500	Promoter
cg00935430	ZNF678	Body;1stExon;5'UTR	Promoter
cg00936626	PIGZ	5'UTR	Promoter
cg00940278	GATA6	1stExon;5'UTR	Promoter
cg00940891	FGFRL1	TSS1500;5'UTR	Promoter
cg00941229	OTUD7B	1stExon;5'UTR	Promoter
cg00943245	PCDHGB3;PCDHGB2;PCDHGB1;PCDHGB7;PCDHGB6;PCDHGB5;PCDHGB4;PCDHGA10;PCDHGA11;PCDHGA12;PCDHGA8;PCDHGA9;PCDHGC4;PCDHGC5;PCDHGA2;PCDHGA3;PCDHGA1;PCDHGA6;PCDHGA7;PCDHGA4;PCDHGA5;PCDHGC3	Body;TSS1500	Promoter
cg00943950	UBE2B	1stExon;5'UTR	Promoter
cg00945507	SEC61G	TSS1500	Promoter
cg00945862	SLC4A5	5'UTR	Promoter
cg00947019	H2AFV	TSS1500	Promoter
cg00947275	LAS1L	TSS1500	Promoter
cg00948524	RNF135	TSS200	Promoter
cg00949554	UBE2E3	1stExon;5'UTR	Promoter
cg00950418	SRPK2	Body	Body
cg00950621	STARD5	1stExon	Promoter
cg00951770	RABGGTA	TSS1500	Promoter
cg00953256	CCND1	3'UTR	Body
cg00953277	MFSD11;MIR636;SFRS2	Body;TSS1500;TSS200	Promoter
cg00954003	TMSB10	TSS1500	Promoter
cg00954566	SCD	TSS1500	Promoter
cg00955230	RFC2	TSS1500	Promoter
cg00955451	APBA2	TSS200	Promoter
cg00958517	ST3GAL2	TSS1500	Promoter
cg00958560	C4orf50	Body	Body
cg00960702	CCDC9	1stExon;5'UTR	Promoter
cg00962459	PROKR1	TSS1500	Promoter
cg00962635	SYTL4	5'UTR	Promoter
cg00962799	SSX8	TSS200	Promoter
cg00964109	UBL7	TSS1500	Promoter
cg00967316	PPP1R3A	1stExon	Promoter
cg00968475	BHLHB9	1stExon;5'UTR	Promoter
cg00969271	ORM2	Body	Body
cg00969446	ADAP1	TSS1500	Promoter
cg00970325	PAQR9	TSS1500	Promoter
cg00971396	POLR2H	Body	Body
cg00973286	TNFRSF1A	1stExon;5'UTR	Promoter
cg00973334	LASS5	1stExon	Promoter
cg00973677	CHRM2	TSS1500;1stExon;5'UTR	Promoter
cg00974864	FCGR3B	1stExon;5'UTR	Promoter
cg00979348	HPSE	TSS1500;TSS200	Promoter
cg00980978	WFDC2	Body	Body
cg00981643	MECP2	TSS1500	Promoter
cg00983520	CHKB-CPT1B;CPT1B	Body;TSS1500;1stExon;TSS200;5'UTR	Promoter
cg00983899	CABP2	1stExon;5'UTR	Promoter
cg00984602	SRF	1stExon	Promoter
cg00986320	CYFIP2	TSS1500;5'UTR	Promoter
cg00987015	CHRM1	1stExon;5'UTR	Promoter
cg00987379	ZNF395	TSS1500	Promoter
cg00995327	CHST2	1stExon;5'UTR	Promoter
cg00997424	PI4K2A	TSS1500	Promoter
cg01007201	CLEC4A	TSS1500	Promoter
cg01009664	TRH	1stExon;5'UTR	Promoter
cg01015871	MT4	Body	Body
cg01015879	RDX	TSS1500	Promoter
cg01017147	DNM3	TSS1500	Promoter
cg01021485	CSNK1G1	1stExon;5'UTR	Promoter
cg01025762	DLD	TSS1500	Promoter
cg01025842	FBXL8;TRADD	TSS1500;5'UTR	Promoter
cg01026744	HERC3;NAP1L5	Body;TSS200	Promoter
cg01027739	DOLPP1	TSS1500	Promoter
cg01027805	ZNF219;C14orf176	TSS1500;TSS200;5'UTR	Promoter
cg01029592	SOX15	1stExon;5'UTR	Promoter
cg01031251	RPS6KA1	TSS1500	Promoter
cg01031400	TNFRSF10D	1stExon;5'UTR	Promoter
cg01033160	CEBPG	5'UTR	Promoter
cg01033938	ADAMTS8	TSS1500	Promoter
cg01035238	TNFAIP6	TSS1500	Promoter
cg01035422	PLIN1	1stExon;5'UTR	Promoter
cg01036148	RNPEP	1stExon	Promoter
cg01036173	C9orf46	TSS200	Promoter
cg01036779	SH2D3A	TSS1500	Promoter
cg01037108	HSPA9	TSS200	Promoter
cg01040062	CYB5D2;ZZEF1	Body;TSS1500;5'UTR;1stExon	Promoter
cg01040759	ST3GAL5	TSS1500	Promoter
cg01040850	MR1	TSS1500	Promoter
cg01041367	TMEM70	TSS1500	Promoter
cg01043831	TBC1D1;PTTG2	Body;1stExon	Promoter
cg01044662	C2orf3	TSS1500	Promoter
cg01044722	MYH10	TSS200	Promoter
cg01045423	GLMN;RPAP2	1stExon;5'UTR	Promoter
cg01046174	PIKFYVE	TSS1500	Promoter
cg01047414	PHYH	Body;1stExon;5'UTR	Promoter
cg01048931	VOPP1	Body	Body
cg01049530	BMP3	TSS200	Promoter
cg01053621	APOA2	TSS1500	Promoter
cg01055695	PAEP	TSS1500	Promoter
cg01056155	BTF3	1stExon;5'UTR	Promoter
cg01056568	GLP2R	TSS200	Promoter
cg01057962	BCL6	1stExon;5'UTR	Promoter
cg01058368	CDH10	TSS1500	Promoter
cg01062029	ROR2	TSS1500	Promoter
cg01063524	NME1-NME2;NME1	TSS1500	Promoter
cg01063813	STAT6	1stExon;5'UTR	Promoter
cg01064307	CD55	1stExon;5'UTR	Promoter
cg01064957	SNX2	1stExon	Promoter
cg01065920	NDUFA12	Body	Body
cg01069256	FAM164A	TSS1500	Promoter
cg01071811	L3MBTL	1stExon;5'UTR	Promoter
cg01072821	T-SP1	TSS1500	Promoter
cg01076838	TMEM86B	TSS200	Promoter
cg01078434	MAS1L	1stExon	Promoter
cg01078871	FBXO33	1stExon;5'UTR	Promoter
cg01079126	MTMR1	TSS1500	Promoter
cg01080862	IL13RA1	TSS200	Promoter
cg01081263	SCUBE2	Body	Body
cg01086868	AR	1stExon;5'UTR	Promoter
cg01086895	DCHS1	5'UTR	Promoter
cg01086978	ARFGEF1	Body	Body
cg01087382	MAP3K7	TSS1500	Promoter
cg01087710	C16orf70	Body	Body
cg01090445	TRAIP	1stExon;5'UTR	Promoter
cg01091448	AMACR	1stExon;5'UTR	Promoter
cg01091565	MESP1	TSS1500	Promoter
cg01092036	MMP8	Body	Body
cg01092561	PPP1R3B	TSS1500	Promoter
cg01095395	IMPG2	1stExon;5'UTR	Promoter
cg01095590	KIAA0040	1stExon;5'UTR	Promoter
cg01097940	SPSB2	5'UTR	Promoter
cg01100796	CPT2	TSS200	Promoter
cg01103730	IL20	TSS1500	Promoter
cg01103836	MYO9B	Body	Body
cg01106788	KIAA1632	Body	Body
cg01107031	TGFB1	1stExon;5'UTR	Promoter
cg01107741	CANT1	TSS200	Promoter
cg01108476	TCP11	TSS200	Promoter
cg01109219	RASGRP3	TSS1500	Promoter
cg01110312	GTF2H3;EIF2B1	Body;TSS1500	Promoter
cg01110846	KCTD13	1stExon	Promoter
cg01112452	ZCCHC12	5'UTR	Promoter
cg01112778	PPP2R2B	1stExon;5'UTR	Promoter
cg01114088	CYTL1	1stExon	Promoter
cg01116966	TCF7	TSS1500	Promoter
cg01117627	CYP46A1	TSS200	Promoter
cg01120165	HDAC10	TSS1500	Promoter
cg01120307	SEMA4D	Body	Body
cg01120308	PICALM	TSS1500	Promoter
cg01120898	IL1RAP	TSS1500	Promoter
cg01124420	EDAR	1stExon;5'UTR	Promoter
cg01124961	INTS9;HMBOX1	Body;TSS1500;1stExon;5'UTR	Promoter
cg01125463	PEX6	1stExon	Promoter
cg01126560	C9orf142	TSS1500	Promoter
cg01127428	SYCP3	5'UTR	Promoter
cg01130192	ACO1	5'UTR	Promoter
cg01131735	SC65;FKBP10	TSS1500;5'UTR;1stExon	Promoter
cg01134491	MTHFR;CLCN6	TSS1500;5'UTR	Promoter
cg01135200	STXBP5	TSS1500	Promoter
cg01135626	CDX4	1stExon	Promoter
cg01136458	CSMD1	TSS1500	Promoter
cg01137065	FOXK2	TSS1500	Promoter
cg01137532	ZNF365	TSS200	Promoter
cg01137708	NFKB1	5'UTR	Promoter
cg01137737	GDE1	1stExon;5'UTR	Promoter
cg01138020	SPNS3	TSS200	Promoter
cg01139059	TSN	TSS200	Promoter
cg01139966	GOLPH3L	TSS200	Promoter
cg01140782	FAM58A	Body	Body
cg01143454	C20orf141;LOC100288797	TSS1500;TSS200	Promoter
cg01144286	C20orf103	Body	Body
cg01145389	CDKN2C	TSS1500	Promoter
cg01145396	CHRNG	TSS1500	Promoter
cg01146980	DNAJC21	Body	Body
cg01150454	MRPS5	TSS200	Promoter
cg01151686	LIG3	1stExon;5'UTR	Promoter
cg01151699	CACNG2	TSS1500	Promoter
cg01152019	HOXD4;MIR10B	Body;TSS1500	Promoter
cg01152499	FAM46C	TSS1500	Promoter
cg01154193	IQCC;CCDC28B	TSS1500;3'UTR	Promoter
cg01154537	C10orf4	1stExon;5'UTR	Promoter
cg01154775	PACRGL	1stExon;5'UTR	Promoter
cg01155039	AMN	Body	Body
cg01160766	RPL38	1stExon;5'UTR	Promoter
cg01161216	TCF25	TSS1500	Promoter
cg01161597	TAF2	1stExon;5'UTR	Promoter
cg01166674	ABCB8	Body	Body
cg01168201	HIC1	TSS1500;5'UTR;1stExon	Promoter
cg01169610	INPP4A	5'UTR	Promoter
cg01169624	SGCE;PEG10	TSS1500;5'UTR	Promoter
cg01169726	DLX5	TSS1500	Promoter
cg01171588	USP38	1stExon;5'UTR	Promoter
cg01171858	SLC5A2	TSS200	Promoter
cg01172484	MAGEH1	1stExon;5'UTR	Promoter
cg01172656	NRBF2	1stExon;5'UTR	Promoter
cg01172735	SESN2	Body	Body
cg01172899	SLC16A14	TSS200	Promoter
cg01172972	ZFYVE9	5'UTR	Promoter
cg01173291	ZSCAN2	TSS1500	Promoter
cg01176271	SNX1	1stExon	Promoter
cg01177524	NEDD9	Body;TSS200	Promoter
cg01177956	CDK5;SLC4A2	TSS1500;TSS200	Promoter
cg01182585	C7orf30	TSS1500	Promoter
cg01182697	TMEM59;C1orf83	Body;TSS1500	Promoter
cg01182873	TAS2R3	1stExon	Promoter
cg01183669	ST7L;CAPZA1	TSS1500;5'UTR;1stExon	Promoter
cg01184449	EML4	TSS1500	Promoter
cg01184522	ZNF496	TSS1500	Promoter
cg01185080	ZNF710	TSS1500	Promoter
cg01185754	F3	Body	Body
cg01186777	TNFSF9	1stExon;5'UTR	Promoter
cg01190915	MT2A	Body	Body
cg01191395	SHBG;SAT2	Body;TSS1500;5'UTR;1stExon	Promoter
cg01192900	BTG4;MIR34C;MIR34B	Body;TSS1500	Promoter
cg01192952	LGALS14	1stExon;5'UTR	Promoter
cg01193293	SIGLEC7	TSS1500	Promoter
cg01194444	MYOG	1stExon	Promoter
cg01195014	MAGED1	5'UTR	Promoter
cg01195053	LOC652276	TSS200	Promoter
cg01195127	YIPF4	1stExon;5'UTR	Promoter
cg01197831	FBP2	1stExon	Promoter
cg01199721	GCN1L1	TSS1500	Promoter
cg01200060	SCRT2	TSS1500	Promoter
cg01200177	POLR2D	TSS1500	Promoter
cg01204271	YBX2	TSS200	Promoter
cg01204985	LILRA4	Body	Body
cg01206472	TOMM22	Body	Body
cg01206970	LIN7B;PPFIA3	Body;TSS1500	Promoter
cg01211097	USP10	TSS1500	Promoter
cg01214321	DPYSL2	1stExon;5'UTR	Promoter
cg01214847	TMPRSS3	1stExon;5'UTR	Promoter
cg01216369	SPATA16	1stExon;5'UTR	Promoter
cg01220033	WDR34	1stExon;5'UTR	Promoter
cg01221484	ZNF584	1stExon;5'UTR	Promoter
cg01221637	C20orf112	TSS1500	Promoter
cg01222684	TTC1	TSS1500	Promoter
cg01226811	KCNJ8	1stExon;5'UTR	Promoter
cg01226883	MTHFR;CLCN6	TSS1500;5'UTR	Promoter
cg01228636	PTEN;KILLIN	TSS1500;1stExon	Promoter
cg01228667	GPR101	TSS1500	Promoter
cg01230160	DGKD	Body	Body
cg01231779	NID2	1stExon;5'UTR	Promoter
cg01234063	ST3GAL4	TSS200	Promoter
cg01234133	COL1A1	TSS200	Promoter
cg01236137	SUB1	TSS200	Promoter
cg01240931	APC	5'UTR	Promoter
cg01241375	ERP44;INVS	TSS1500;5'UTR	Promoter
cg01241836	TFE3	TSS1500	Promoter
cg01242619	PLEC1	Body	Body
cg01243790	TMEM182	Body	Body
cg01244871	FAM82B	1stExon	Promoter
cg01245595	MCM3APAS;LSS	TSS1500;1stExon;5'UTR	Promoter
cg01245656	ASNS	TSS1500;TSS200	Promoter
cg01246254	PLEKHA1	5'UTR	Promoter
cg01246405	STIM1	TSS1500	Promoter
cg01251255	NSUN5	TSS200	Promoter
cg01252496	USE1	Body	Body
cg01253107	STOML2	Body	Body
cg01253545	RNF185	Body;5'UTR	Promoter
cg01254459	PSMC6	TSS200	Promoter
cg01254505	BST2	TSS200	Promoter
cg01255349	PPFIBP1	TSS1500	Promoter
cg01255591	R3HDML	1stExon;5'UTR	Promoter
cg01257202	DKC1	Body	Body
cg01259619	ITPKB	5'UTR	Promoter
cg01260219	ADAMTS8	TSS1500	Promoter
cg01261503	POLG2	TSS1500	Promoter
cg01261535	GLYR1;UBN1	Body;TSS1500	Promoter
cg01262913	DSCR9	TSS1500	Promoter
cg01263716	PHLDA2	TSS1500	Promoter
cg01264826	CTDSP1	Body	Body
cg01265637	C20orf141;LOC100288797	TSS1500;1stExon	Promoter
cg01267315	RNF220	1stExon;5'UTR	Promoter
cg01269048	KIAA1244	Body	Body
cg01269795	BTN3A3	TSS1500	Promoter
cg01272601	AAK1	TSS1500	Promoter
cg01273150	CORO1C	TSS1500	Promoter
cg01275830	C10orf95	TSS1500	Promoter
cg01277844	PYGO2	TSS1500	Promoter
cg01278291	DOK3	TSS1500;1stExon;5'UTR	Promoter
cg01278696	SMARCA5	TSS1500	Promoter
cg01280080	ATIC	Body	Body
cg01281797	LYSMD1;SCNM1	TSS1500;1stExon;5'UTR	Promoter
cg01281904	OPRK1	TSS1500	Promoter
cg01282074	NKX2-5	TSS200	Promoter
cg01283289	ACSS3	1stExon	Promoter
cg01284306	C21orf91	Body	Body
cg01284619	HCN2	TSS1500	Promoter
cg01288598	CD83	Body	Body
cg01289103	KRT222	1stExon	Promoter
cg01291404	COL2A1	Body	Body
cg01292265	NOP56;SNORD110	Body;TSS1500	Promoter
cg01293647	NEUROD2	TSS200	Promoter
cg01294695	MESP1	TSS200	Promoter
cg01294702	FOXJ1	5'UTR	Promoter
cg01295203	PRDM14	TSS1500	Promoter
cg01297972	TSHZ1	5'UTR	Promoter
cg01299496	NOP10	TSS200	Promoter
cg01301664	FST	TSS1500	Promoter
cg01302245	TP53AIP1	TSS1500	Promoter
cg01305421	IGF1	1stExon;5'UTR	Promoter
cg01305547	WHSC1	TSS1500;5'UTR	Promoter
cg01305625	PDLIM4	Body	Body
cg01306510	CDKN1A	1stExon;5'UTR	Promoter
cg01307730	HIST1H2AA;HIST1H2BA	TSS1500;1stExon	Promoter
cg01308501	IL12A	1stExon;5'UTR	Promoter
cg01309153	SURF1;SURF2	Body;TSS1500	Promoter
cg01309671	FAM122C	Body;1stExon;5'UTR	Promoter
cg01311051	ALDOA	5'UTR	Promoter
cg01311285	SPATA4	1stExon	Promoter
cg01313514	WNT3A	Body	Body
cg01313949	OSTCL	Body	Body
cg01313966	SKA1	1stExon;5'UTR	Promoter
cg01316516	LDHA	Body;1stExon;5'UTR	Promoter
cg01316819	PPP1R1A	1stExon;5'UTR	Promoter
cg01318557	LAT2	1stExon;5'UTR	Promoter
cg01320040	ZNF295	1stExon;5'UTR	Promoter
cg01320361	SEC63	TSS1500	Promoter
cg01320507	RAB4A;SPHAR	1stExon;3'UTR;5'UTR	Promoter
cg01322897	LETMD1	TSS200	Promoter
cg01324261	SCRG1	1stExon;5'UTR	Promoter
cg01328164	HINT2	Body	Body
cg01331554	G3BP2	1stExon;TSS200;5'UTR	Promoter
cg01333011	PTHLH	5'UTR	Promoter
cg01333131	CDC42BPB	TSS1500	Promoter
cg01333619	VPS26B;NCAPD3	TSS1500;1stExon;5'UTR	Promoter
cg01333788	GJB5	5'UTR	Promoter
cg01334437	LYPLA1	TSS200	Promoter
cg01335367	C12orf34;MGC14436	Body;5'UTR	Promoter
cg01340005	SOX2;SOX2OT	Body;TSS1500	Promoter
cg01342792	GARIN4	TSS1500	Promoter
cg01343729	ZNF688	Body;1stExon	Promoter
cg01344171	RSPH9	TSS200	Promoter
cg01344452	DGKE	5'UTR	Promoter
cg01344518	RGS11	TSS1500	Promoter
cg01346152	DHRS3	TSS1500	Promoter
cg01346589	RCC2	TSS1500;5'UTR	Promoter
cg01346718	CSNK1E	TSS1500;5'UTR	Promoter
cg01347719	DQX1;AUP1	Body;TSS1500	Promoter
cg01348086	RGS14	Body	Body
cg01348757	PLIN1	TSS1500	Promoter
cg01351032	CIITA	1stExon	Promoter
cg01352108	KCNK4	1stExon;5'UTR	Promoter
cg01352882	STUB1	1stExon;5'UTR	Promoter
cg01353347	IRAK1	1stExon	Promoter
cg01353448	C7orf16	1stExon;5'UTR	Promoter
